City,Number_crimes
NeptuneCity,11
NeptuneTownship,95
Neshkoro,0
Netcong,11
Nevada,49
NevadaCity,15
NewAlbany,4
NewAthens,2
NewBaden,2
NewBaltimore,8
NewBedford,628
NewBerlin,20
NewBerlinTown,0
NewBern,125
NewBoston,92
NewBraintree,3
NewBraunfels,219
NewBremen,1
NewBrighton,31
NewBritain,306
NewBritainTownship,2
NewBrunswick,262
NewBuffalo,2
NewCanaan,2
NewCarrollton,33
NewCastle,25
NewCastleTown,1
NewDurham,3
NewEllenton,20
NewEra,0
NewFlorence,0
NewFranklin,8
NewGlarus,2
NewHampton,4
NewHanoverTownship,1
NewHartfordTownandVillage,17
NewHaven,1217
NewHolstein,1
NewHope,20
NewIpswich,3
NewJohnsonville,4
NewKensington,65
NewLebanon,3
NewLenox,29
NewLexington,16
NewLondon,86
NewLothrop,0
NewMarket,2
NewMartinsville,2
NewMilford,16
NewOrleans,4516
NewPhiladelphia,8
NewPortRichey,132
NewPrague,8
NewProvidence,0
NewRichland,0
NewRichmond,28
NewRochelle,98
NewSewickleyTownship,12
NewShoreham,3
NewSmyrnaBeach,67
NewTazewell,7
NewTown,0
NewUlm,8
NewWhiteland,3
NewWilmington,3
NewWindsorTown,28
NewYork,47821
NewYorkMills,0
NewYorkMillsVillage,0
Newark,2061
NewarkVillage,28
Newaygo,6
NewbergDundee,33
Newbern,11
Newberry,72
NewberryTownship,21
Newburgh,317
NewburghTown,22
Newbury,0
Newburyport,23
Newcastle,28
Newfield,2
Newfields,1
Newington,29
Newkirk,6
Newland,1
Newman,16
Newmarket,8
Newnan,222
Newport,352
NewportBeach,135
NewportNews,1056
NewportTownship,3
Newton,221
NewtonFalls,11
Newtown,6
Niagara,3
NiagaraFalls,431
NiagaraTown,4
Niangua,0
Niceville,11
Nicholasville,47
NicholsHills,3
NicomaPark,4
Niles,192
NinetySix,2
Ninnekah,0
Niota,2
NiskayunaTown,11
NissequogueVillage,0
Nisswa,0
Nitro,15
Nixa,29
Nixon,6
Noble,17
Noblesville,32
Nocona,2
Noel,5
Nogales,41
Nokomis,9
Nolanville,5
Nolensville,16
Nome,107
Norco,49
Norfolk,1358
NorfolkTown,1
Norfork,0
Normal,152
Norman,335
NormandyPark,1
Norridge,13
Norris,6
Norristown,170
NorthAdams,72
NorthAndover,17
NorthArlington,19
NorthAttleboro,24
NorthAugusta,55
NorthAurora,26
NorthBaltimore,3
NorthBayVillage,13
NorthBend,21
NorthBergenTownship,90
NorthBerwick,2
NorthBranch,14
NorthBranford,8
NorthBrunswickTownship,61
NorthCaldwell,5
NorthCanton,15
NorthCastleTown,4
NorthCharleston,1114
NorthCollegeHill,31
NorthCoventryTownship,1
NorthEast,12
NorthEnid,1
NorthFondduLac,7
NorthHaledon,3
NorthHampton,3
NorthHanoverTownship,3
NorthHaven,11
NorthHudson,2
NorthKansasCity,29
NorthKingstown,23
NorthLasVegas,2158
NorthLauderdale,230
NorthLiberty,70
NorthLittleRock,562
NorthMankato,14
NorthMiami,507
NorthMiamiBeach,279
NorthMiddletonTownship,4
NorthMuskegon,2
NorthMyrtleBeach,71
NorthNewton,0
NorthOgden,17
NorthOlmsted,8
NorthPalmBeach,10
NorthPark,10
NorthPekin,1
NorthPlainfield,47
NorthPlains,3
NorthPlatte,89
NorthPole,16
NorthPort,95
NorthPrairie,2
NorthProvidence,44
NorthReading,16
NorthRedingtonBeach,1
NorthRichlandHills,143
NorthRidgeville,13
NorthRiverside,37
NorthRoyalton,17
NorthSaltLake,25
NorthSewickleyTownship,7
NorthSiouxCity,6
NorthSlopeBorough,123
NorthSmithfield,6
NorthStPaul,20
NorthStrabaneTownship,35
NorthSyracuseVillage,14
NorthTonawanda,44
NorthUtica,0
NorthVersaillesTownship,31
NorthWildwood,6
NorthWilkesboro,16
Northampton,119
NorthamptonTownship,6
Northborough,3
Northbridge,31
Northbrook,9
Northeast,1
Northfield,43
NorthfieldTownship,16
Northglenn,180
Northlake,25
Northmoor,4
NorthportVillage,0
Northumberland,8
Northvale,0
Northville,8
NorthvilleTownship,20
Northwood,15
Norton,53
NortonShores,37
Norwalk,634
Norway,3
Norwell,11
Norwich,178
Norwood,48
NorwoodVillage,2
Nottingham,3
Novato,148
Novi,48
Nowata,13
NutleyTownship,28
OFallon,167
ONeill,8
OakBluffs,26
OakBrook,6
OakCreek,44
OakForest,51
OakGrove,41
OakHarbor,32
OakHill,5
OakIsland,15
OakLawn,83
OakPark,228
OakParkHeights,2
OakRidge,112
OakRidgeNorth,3
OakbrookTerrace,11
Oakdale,76
Oakes,3
Oakham,0
Oakland,5552
OaklandPark,294
OaklandTownship,2
Oakley,51
Oaklyn,5
Oakville,2
Oakwood,1
Oberlin,16
Obion,0
Oblong,8
Ocala,493
Occoquan,1
OceanBeachVillage,0
OceanCity,97
OceanGate,1
OceanIsleBeach,3
OceanPines,8
OceanRidge,1
OceanSprings,23
OceanTownshipMonmouthCounty,17
OceanTownshipOceanCounty,4
OceanView,1
Oceanport,12
Oceanside,712
Ocoee,155
Oconomowoc,13
OconomowocLake,0
OconomowocTown,3
Oconto,14
OcontoFalls,4
Odessa,1291
Oelwein,18
Ogallala,10
Ogden,384
OgdenTown,10
Ogdensburg,36
Ogunquit,0
OilCity,1
Oilton,0
Ojai,8
Okarche,0
Okawville,5
Okeechobee,13
Okemah,13
OklahomaCity,4751
Okmulgee,72
Olathe,290
OldBridgeTownship,39
OldBrookvilleVillage,1
OldForge,6
OldMonroe,0
OldOrchardBeach,25
OldSaybrook,2
OldTappan,0
OldTown,8
OldWestburyVillage,1
Oldsmar,17
Olean,45
OliveBranch,89
OliveHill,1
OliverSprings,2
Olivet,2
Olivia,8
Olla,0
OlmosPark,1
OlmstedFalls,4
OlmstedTownship,1
Olney,49
Olton,4
Olustee,0
Olympia,254
OlympiaFields,13
Omaha,2883
Omro,5
Onalaska,19
Onamia,3
Onancock,3
Onarga,1
Onawa,11
Oneida,51
OneontaCity,34
Onley,1
Ontario,748
OntwaTownshipEdwardsburg,19
Oologah,0
OpaLocka,323
Opelousas,394
Oradell,2
Orange,307
OrangeCity,214
OrangeCove,18
OrangePark,13
OrangetownTown,34
OrchardLake,2
OrchardParkTown,24
Ord,5
OreCity,5
Oregon,53
OregonCity,107
Orem,89
Orford,1
Orinda,17
Orion,1
OrionTownship,24
OriskanyVillage,0
Orland,33
OrlandHills,1
OrlandPark,26
Orlando,2157
Orleans,5
OrmondBeach,133
OroValley,22
Orono,21
Oronogo,1
Oroville,122
Orrville,21
Orting,12
Ortonville,1
Osage,4
OsageBeach,25
OsageCity,19
Osakis,2
Osawatomie,13
Osburn,1
Osceola,217
OscodaTownship,19
Oshkosh,190
Oskaloosa,54
Osseo,0
OssiningVillage,20
Ossipee,5
Oswego,24
OswegoCity,51
Othello,7
Otisville,0
Otsego,0
Ottawa,56
OttawaHills,0
Ottumwa,134
Overton,1
Ovid,0
Oviedo,56
Ovilla,1
Owasso,80
Owatonna,27
OwegoVillage,17
Owendale,0
Owensboro,135
Owensville,3
Owenton,0
Owingsville,1
Owosso,97
Oxford,128
OxfordTownship,15
OxfordVillage,0
Oxnard,724
OysterBayCoveVillage,1
OysterCreek,15
Ozark,89
Ozawkie,0
Pacific,10
PacificGrove,14
Pacifica,79
Pacolet,9
Paducah,71
Page,126
Pagedale,64
PagosaSprings,5
Pahokee,59
PaintedPostVillage,1
Paintsville,4
Palacios,15
Palatine,42
Palatka,53
Palestine,102
Palisade,6
PalisadesPark,16
PalmBay,396
PalmBeach,8
PalmBeachGardens,78
PalmBeachShores,2
PalmDesert,136
PalmSprings,428
PalmValley,0
Palmdale,658
Palmer,71
Palmerton,2
Palmetto,91
PalmettoBay,43
Palmyra,44
PalmyraVillage,4
PaloAlto,86
PalosHeights,5
PalosHills,19
PalosPark,1
PalosVerdesEstates,4
Pampa,127
Pamplico,7
PanamaCity,228
PanamaCityBeach,133
Panhandle,7
Pantego,11
Paola,13
Paoli,1
Papillion,40
Parachute,16
Paradise,22
ParadiseValley,10
Paragould,307
Paramount,347
Paramus,44
Paris,395
ParkCity,91
ParkFalls,6
ParkForest,85
ParkHills,38
ParkRapids,16
ParkRidge,12
Parker,78
Parkland,9
Parksley,0
Parkville,6
Parlier,62
Parma,119
ParsippanyTroyHillsTownship,23
Parsons,5
Pasadena,1452
Pascagoula,56
PasoRobles,53
PassChristian,16
Passaic,369
Paterson,1219
Patterson,46
Patton,2
PattonVillage,5
PaulsValley,30
Paulsboro,14
PawPaw,17
Pawhuska,19
Pawnee,9
Pawtucket,293
Paxton,20
Payette,23
Paynesville,2
Payson,79
PeaRidge,24
Peabody,126
PeapackGladstone,0
Pearisburg,2
PearlRiver,19
Pearland,113
Pearsall,6
Peck,0
Pecos,93
Peculiar,7
Peekskill,30
Pekin,132
Pelham,30
PelhamManorVillage,7
PelhamVillage,4
PelicanBay,0
PelicanRapids,3
Pelion,2
Pella,10
PembertonBorough,3
PembertonTownship,72
Pembroke,27
PembrokePark,51
PembrokePines,355
Pendleton,54
Peninsula,0
Penitas,7
PennHills,165
PennTownshipButlerCounty,0
PennYanVillage,5
Penndel,5
Pennington,0
PenningtonGap,1
PennsGrove,51
PennsaukenTownship,111
PennsvilleTownship,18
Pensacola,312
Pentwater,2
Peoria,1565
PeoriaHeights,30
Peotone,0
Pepin,4
PepperPike,5
Pepperell,15
PequannockTownship,7
PequeaTownship,9
PequotLakes,2
Peralta,22
Perham,5
Perkins,1
Perris,262
Perry,109
PerryTownshipFranklinCounty,2
PerryTownshipStarkCounty,42
PerryVillage,4
Perrysburg,3
PerrysburgTownship,3
Perryton,11
Perryville,46
PerthAmboy,147
Peru,19
Peshtigo,4
Petal,3
Petaluma,190
Peterborough,11
Petersburg,248
Petoskey,2
PewaukeeVillage,6
PeweeValley,0
Pflugerville,64
Pharr,235
Philip,1
Phillips,1
Phillipsburg,30
PhilmontVillage,0
Phippsburg,1
Phoenix,11830
PhoenixVillage,4
Pickens,19
Pickerington,29
PicoRivera,234
Piedmont,25
PierceTownship,11
PiermontVillage,0
Pierre,65
Pierron,0
Pigeon,0
PigeonForge,47
Piggott,17
Pikeville,24
Pillager,0
PilotGrove,3
PilotKnob,1
PilotRock,5
Pima,0
Pinckney,2
Pinckneyville,11
Pinconning,3
PineBeach,1
PineBluff,644
PineBluffs,2
PineCreekTownship,0
PineHill,30
PineLevel,8
PineMountain,9
PinePlainsTown,0
PineRiver,1
PineValley,0
Pinehurst,12
PinellasPark,206
PinetopLakeside,21
Pineville,184
PingreeGrove,6
Pinole,59
Pioneer,1
PioneerVillage,0
Piperton,0
PippaPasses,0
PiscatawayTownship,47
PismoBeach,29
Pitman,4
PittmanCenter,0
Pittsboro,26
Pittsburg,557
Pittsfield,321
PittsfieldTownship,69
Pittsford,0
Pittsville,1
Placentia,192
Placerville,39
Plainfield,316
PlainsboroTownship,9
Plainview,3
Plainville,39
Plainwell,11
Plaistow,4
Plano,431
PlantCity,162
Plantation,211
Platte,4
PlatteCity,7
PlatteWoods,0
PlattekillTown,2
Platteville,24
PlattsburghCity,36
Plattsmouth,17
PleasantGrove,39
PleasantHill,89
PleasantPlains,0
PleasantPrairie,13
PleasantRidge,0
PleasantValley,1
PleasantView,4
Pleasanton,148
Pleasantville,65
PleasantvilleVillage,6
Plover,20
Plumerville,0
PlumstedTownship,5
Plymouth,355
PlymouthTownship,18
Plympton,4
Pocahontas,43
Pocatello,233
Pocola,4
PocomokeCity,3
PohatcongTownship,0
PointPleasant,15
PointPleasantBeach,5
PointTownship,2
PolandTownship,6
PolandVillage,0
PolkCity,1
Polo,5
Polson,26
Pomona,940
PompanoBeach,900
PomptonLakes,8
PoncaCity,152
PonceInlet,0
Ponchatoula,78
PondCreek,1
Ponder,2
Ponderay,2
Pontiac,797
PontoonBeach,18
Pooler,45
Poquoson,23
PortAllegany,1
PortAllen,33
PortAngeles,117
PortAransas,7
PortArthur,344
PortAustin,1
PortCarbon,1
PortChesterVillage,21
PortClinton,15
PortEdwards,0
PortHueneme,43
PortHuron,218
PortIsabel,8
PortJervis,37
PortNeches,37
PortOrange,30
PortOrchard,66
PortRoyal,40
PortStJoe,7
PortStLucie,293
PortTownsend,41
PortVincent,2
PortWashington,35
Portage,227
Portageville,16
Portales,55
Porter,8
Portersville,0
Porterville,192
Portland,3855
Portsmouth,928
Porum,0
Posen,17
PostFalls,68
Postville,4
Poteau,37
Poteet,6
Potomac,2
Potosi,15
PotsdamVillage,2
Potterville,0
Pottstown,163
Pottsville,13
Poughkeepsie,235
PoughkeepsieTown,70
Poulsbo,19
PoundRidgeTown,1
Poway,51
Powell,24
PowersLake,0
Poynette,4
Prague,6
PrairieCity,1
PrairieGrove,16
PrairieView,5
PrairieVillage,29
PrairieduChien,4
PrairievilleTownship,2
Pratt,18
Premont,16
Prescott,227
PrescottValley,93
PresqueIsle,23
Preston,5
Prestonsburg,6
PriestRiver,6
Primera,3
PrincessAnne,29
Princeton,39
Prineville,38
PriorLake,42
Proctor,5
Prophetstown,0
Prospect,1
ProspectHeights,17
ProspectPark,5
Prosper,14
Prosperity,4
Prosser,7
Providence,892
Provincetown,16
Provo,135
PryorCreek,56
Pulaski,96
PulaskiVillage,0
Pullman,42
PuntaGorda,18
Purcell,20
Purcellville,8
Puryear,2
Putnam,18
Puyallup,133
PymatuningTownship,11
QueenCity,14
Questa,3
Quinby,0
Quincy,690
Quitman,2
QuogueVillage,1
Raceland,2
Racine,291
Radcliff,58
Radford,45
Raeford,17
Rahway,32
Rainier,2
RaisinTownship,6
Raleigh,1222
Ralls,3
RalphoTownship,12
Ralston,12
RamapoTown,68
Ramona,0
Ramsey,27
RanchoCordova,225
RanchoCucamonga,500
RanchoMirage,45
RanchoPalosVerdes,29
RanchoSantaMargarita,30
RanchoViejo,1
Randolph,82
RandolphTownship,8
Rangeley,0
Rangely,3
Rankin,0
Ranson,8
Rantoul,32
RapidCity,540
Raritan,6
RaritanTownship,8
Rathdrum,8
Raton,16
Rattan,0
Ravenden,2
Ravenna,0
Rawlins,26
Ray,0
Raymond,20
Raymondville,126
Raymore,17
Rayne,20
Raynham,28
Raytown,200
Rayville,0
Reading,23
ReadingtonTownship,11
Readstown,0
RedBank,62
RedBluff,133
RedBoilingSprings,8
RedBud,8
RedHookVillage,1
RedLodge,5
RedOak,50
RedSprings,52
RedWing,38
Redding,2
Redfield,4
RedfordTownship,244
RedingtonBeaches,0
Redlands,257
Redmond,142
RedondoBeach,160
RedwoodCity,189
RedwoodFalls,12
ReedCity,18
Reedley,117
Reedsburg,5
Reedsport,16
Reese,2
Refugio,3
Rehoboth,8
RehobothBeach,10
Reidsville,105
Reminderville,0
Reno,1419
RenoLamarCounty,8
RenoParkerCounty,16
Rensselaer,12
Renton,325
Renville,2
Republic,31
Revere,173
Rexburg,6
Reynoldsburg,73
RhinebeckVillage,1
Rhinelander,13
Rialto,595
RibLake,0
Rice,0
RiceLake,21
RichCreek,1
RichHill,0
Richardson,178
Richfield,79
RichfieldTownshipGeneseeCounty,6
RichfieldTownshipRoscommonCounty,4
Richland,110
RichlandCenter,11
RichlandHills,39
RichlandTownshipSaginawCounty,1
Richlands,16
Richmond,2299
RichmondHeights,32
RichtonPark,60
Richwood,3
RidgeFarm,0
RidgeSpring,6
Ridgecrest,142
Ridgefield,17
RidgefieldPark,7
Ridgeland,66
Ridgely,19
Ridgetop,1
Ridgewood,13
RidleyPark,7
Rifle,38
Rigby,3
Rincon,21
Rindge,12
Ringling,2
Ringwood,5
Rio,0
RioDell,11
RioGrande,2
RioGrandeCity,14
RioHondo,7
RioRancho,189
RioVista,11
Ripley,124
Ripon,28
RiponTown,0
Risco,0
RisingSun,6
Ritzville,1
RiverEdge,2
RiverFalls,13
RiverForest,12
RiverGrove,32
RiverHills,1
RiverRouge,80
RiverValeTownship,0
Riverbank,24
Riverdale,142
RiverdalePark,22
RiverheadTown,33
Riverside,1745
RiversideTownship,14
Riverton,65
Riverview,70
Riverwoods,1
RivieraBeach,346
Roanoke,398
RoanokeRapids,128
RoaringBrookTownship,0
Robbins,49
Robbinsdale,56
RobbinsvilleTownship,2
Robersonville,9
RobinsonTownshipAlleghenyCounty,17
RobinsonTownshipWashingtonCounty,4
Rochelle,22
RochelleParkTownship,4
Rochester,1898
RochesterHills,39
RockFalls,7
RockHall,2
RockHill,504
RockIsland,139
RockSprings,44
Rockaway,1
RockawayBeach,7
RockawayTownship,13
Rockdale,24
Rockford,1720
Rockingham,39
Rockland,57
Rockledge,62
Rockleigh,0
Rocklin,67
Rockport,34
Rockton,8
RockvilleCentreVillage,10
Rockwall,50
Rockwell,7
Rockwood,34
RockyHill,12
RockyMount,444
RockyTop,16
Rogers,341
RogersCity,1
Rogersville,17
RogueRiver,7
RohnertPark,267
Roland,7
Rolette,0
Rolla,109
RollingHills,1
RollingHillsEstates,10
RollingMeadows,19
Rollinsford,3
Roma,24
RomanForest,3
Rome,54
RomeTown,4
Romeo,3
Romeoville,78
Romulus,231
RonanCity,19
Ronceverte,2
Roosevelt,30
RooseveltPark,3
Roscoe,11
RoseBud,0
RoseHill,6
Roseau,2
Roseburg,78
Roseland,2
Roselle,83
RosellePark,2
Rosemead,175
Rosemont,36
Rosemount,21
Rosenberg,148
Rosendale,0
RosendaleTown,1
Roseville,522
Rosholt,0
Ross,2
RossTownship,7
RosslynFarms,0
Rossville,1
RostraverTownship,8
Roswell,404
Rothbury,0
Rothschild,7
RotterdamTown,32
RoundLake,16
RoundLakeBeach,40
RoundLakeHeights,4
RoundRock,165
Rowland,8
Rowley,6
Roxana,9
Roxboro,61
RoxburyTownship,3
Roy,58
RoyalCity,2
RoyalOak,61
RoyalPalmBeach,57
Royalton,2
Royersford,8
RoyseCity,22
Rugby,1
Ruidoso,31
RuidosoDowns,19
Ruma,1
Rumford,18
Rumson,0
RunawayBay,0
Runnemede,7
Rupert,4
RuralRetreat,0
RushSprings,8
Rushford,0
Rushville,5
Rusk,5
Russell,23
RussellSprings,8
RussellTownship,1
RussellsPoint,2
Russellville,155
Ruston,86
Rutherford,13
Rutherfordton,0
Rutland,102
RutlandTown,7
Rutledge,0
RyanTownship,0
Rye,1
RyeBrookVillage,0
Sabattus,1
Sabina,5
Sabinal,0
SacCity,2
Sachse,13
SacketsHarborVillage,0
Saco,21
Sacramento,3223
SaddleBrookTownship,1
SaddleRiver,2
Sadieville,0
SafetyHarbor,17
Safford,21
SagHarborVillage,0
SagamoreHills,0
Saginaw,752
SaginawTownship,82
Sahuarita,43
Salado,2
Salamanca,24
Salem,950
Salida,5
Salina,222
Salinas,782
Saline,6
Salineville,2
Salisbury,560
SalisburyTownship,7
Sallisaw,27
Salmon,17
SaltLakeCity,1442
Saltillo,0
Saltville,3
Saluda,9
Salyersville,5
Sammamish,23
SanAngelo,357
SanAntonio,11046
SanAugustine,0
SanBenito,161
SanBernardino,2858
SanBruno,138
SanClemente,87
SanDiego,5222
SanDimas,78
SanElizario,9
SanFernando,80
SanFrancisco,5933
SanGabriel,98
SanJacinto,108
SanJose,4559
SanJuan,173
SanJuanCapistrano,63
SanLeandro,454
SanLuis,33
SanLuisObispo,192
SanMarcos,434
SanMarino,14
SanMateo,266
SanPablo,194
SanRafael,230
SanRamon,58
SanSaba,8
SanYsidro,1
Sanbornton,4
SandCity,9
SandSprings,22
Sandersville,22
Sandoval,7
Sandown,2
Sandpoint,16
SandsPointVillage,1
Sandusky,81
Sandwich,52
Sandy,187
SandySprings,143
SandyTownship,25
Sanford,538
Sanger,156
Sanibel,3
SansomParkVillage,8
SantaAna,1453
SantaBarbara,400
SantaClara,219
SantaClaraIvins,9
SantaClarita,277
SantaCruz,389
SantaFe,15
SantaFeSprings,105
SantaMonica,664
SantaPaula,91
SantaRosa,875
SantaquinGenola,8
Santee,98
Sapulpa,58
SaranacLakeVillage,4
Sarasota,319
Saratoga,17
SaratogaSprings,117
Sarcoxie,2
SatelliteBeach,11
SaugatuckDouglas,0
SaugertiesTown,27
Sauget,3
Saugus,72
SaukCentre,4
SaukPrairie,4
SaukRapids,13
SaukVillage,566
Saukville,1
SaultSteMarie,33
Sausalito,7
Savage,35
Savanna,27
Savannah,70
Sawyer,0
Sayre,8
Sayreville,34
Scappoose,11
Scarborough,11
ScarsdaleVillage,6
Schaumburg,73
Schenectady,528
Schertz,78
SchillerPark,26
SchodackTown,9
SchoharieVillage,0
Schoolcraft,0
Schulenburg,25
Schuyler,3
ScienceHill,0
Scituate,20
ScotchPlainsTownship,14
ScotiaVillage,15
Scotland,0
Scott,12
ScottCity,19
Scottdale,9
ScottsHill,1
ScottsValley,13
Scottsbluff,53
Scottsdale,415
Scottsville,8
Scottville,2
Scranton,1203
SeaBright,2
SeaGirt,1
SeaIsleCity,0
SeaRanchLakes,0
SeaTac,130
Seabrook,24
Seaford,68
Seagoville,14
Seagraves,16
SealBeach,19
Sealy,11
Searcy,199
Searsport,1
Seaside,78
SeasideHeights,12
SeasidePark,3
SeatPleasant,36
Seattle,4471
Sebastian,19
Sebastopol,21
Sebewaing,2
Sebree,0
Sebring,62
Secaucus,41
Sedalia,188
Sedgwick,4
SedroWoolley,11
Seekonk,27
Seguin,84
Seiling,0
Selah,7
Selbyville,12
Seligman,1
Selinsgrove,20
